Title,URL,Keywords,FocusedAt
分享,https://www.zhihu.com/question/443836030/answer/2514951420,"财富, 财富观, 劳动, 赠礼, 子女教育",2024-10-16
钻石,https://www.zhihu.com/question/305370604/answer/704506801,"价值, 奢侈品, 投资, 艺术, 赠礼",2024-10-15
催化剂,https://afdian.com/p/2b45467224e911efad2e5254001e7c00,"爱, 会计, 亲密关系, 赠礼",2024-10-15
礼,https://www.zhihu.com/question/52852778/answer/2543940177,"礼仪, 赠礼, 尊重",2024-10-15
教育家,https://www.zhihu.com/question/400677363/answer/1776664122,"教育, 教育家, 可持续性, 事业, 信仰",2024-10-13
求学,https://www.zhihu.com/question/38714506/answer/1768191207,"补强, 教育, 礼仪, 师徒, 学习, 珍惜, 尊师重道, 尊重",2024-10-13
劳动技能,https://www.zhihu.com/question/531443999/answer/2472301817,"反脆弱, 基本技能, 教育, 劳动, 社会化, 学习, 元技能",2024-10-13
高估,https://www.zhihu.com/question/358250805/answer/2064873323,"大学, 怀疑的艺术, 教育, 市场, 学历",2024-10-13
快乐的义务,https://www.zhihu.com/question/592005244/answer/3050570586,"国家安全, 教育, 快乐, 历史, 社会化, 文化",2024-10-12
惩戒的资格,https://www.zhihu.com/question/644951255/answer/3411744687,"惩戒, 教育, 亲子关系, 权柄, 子女教育",2024-10-12
美式基础教育,https://www.zhihu.com/question/660997291/answer/3571384224,"策略, 顶层设计, 教育, 精英, 政治",2024-10-12
自由意志,https://www.zhihu.com/question/304785722/answer/551025610,"不可预测性, 自我, 自由意志",2024-10-08
自视,https://www.zhihu.com/question/273390297/answer/1839256319,"怀疑的艺术, 天赋, 子女教育, 自我, 自我认知",2024-10-08
保持自我,https://www.zhihu.com/question/315494956/answer/1465036439,"独立, 孤独, 社会化, 自我, 自我认知, 自由",2024-10-07
清楚认识自己,https://www.zhihu.com/question/52506086/answer/2758913171,"补弱/补强, 怀疑的艺术, 行动, 自我, 自我认知",2024-10-07
自我怀疑,https://www.zhihu.com/question/22608645/answer/776241381,"错得对, 怀疑的艺术, 将错就错, 自我",2024-10-07
坚持,https://www.zhihu.com/question/321283219/answer/1366693461,"坚持, 可持续性, 善良, 择善固执",2024-10-06
巧克力肉包子,https://www.zhihu.com/question/519909990/answer/2540809411,"策略, 坚持, 亲密关系",2024-10-06
知止,https://www.zhihu.com/question/412556956/answer/1443054952,"爱, 坚持, 亲密关系",2024-10-06
坚定不移,https://www.zhihu.com/question/509684387/answer/2718809057,"策略, 反脆弱, 坚持, 坚定, 可持续性",2024-10-06
坚持感动,https://www.zhihu.com/question/450758733/answer/1820584008,"坚持, 社会化, 贪婪",2024-10-06
一点点,https://www.zhihu.com/question/528324303/answer/2442897995,"帝国, 颜色革命, 政治",2024-10-05
你的颜色,https://www.zhihu.com/question/597194482/answer/3027071607,"成熟, 社会化, 颜色革命",2024-10-05
实而虚之,https://www.zhihu.com/question/652736315/answer/3465107910,"新闻, 颜色革命, 严肃, 谣言, 责任, 自媒体",2024-10-05
彼面向我,https://www.zhihu.com/question/610036318/answer/3101584143,"国际关系, 颜色革命",2024-10-05
技术焦虑,https://www.zhihu.com/question/418085084/answer/1440844677,"安全, 技术, 商业",2024-10-03
人神分界,https://www.zhihu.com/question/410959853/answer/1382469177,"技术, 伦理, 神性, 神学, 责任",2024-10-03
弯道超车,https://www.zhihu.com/question/557310396/answer/2858049063,"策略, 技术, 历史",2024-10-03
固步自封,https://www.zhihu.com/question/19696294/answer/623857041,"技术, 科学, 历史, 文化, 政治",2024-10-03
增材制造,https://www.zhihu.com/question/463955482/answer/2921786436,"3D打印, 工业, 技术, 智能制造",2024-10-02
Island Hopper,https://www.zhihu.com/question/646238164/answer/3413005329,"补强, 补弱/补强, 创新, 技术, 交通",2024-10-02
技术革命,https://www.zhihu.com/question/591359178/answer/2959821973,"技术, 人工智能, 责任",2024-10-02
UFO,https://www.zhihu.com/question/467884015/answer/1964289852,"技术, 理想, 宗教",2024-10-02
包装袋,https://www.zhihu.com/question/592459442/answer/3068264770,"技术, 市场, 需求",2024-10-01
技术中立,https://www.zhihu.com/question/26094195/answer/1356559409,"道德, 技术, 价值观, 责任",2024-10-01
术不可补,https://www.zhihu.com/question/394654035/answer/1221202651,"创新, 技术, 文化, 艺术",2024-10-01
独得之秘,https://www.zhihu.com/question/276351428/answer/1512219687,"技术, 经济, 市场, 需求",2024-10-01
核动力学习,https://www.zhihu.com/question/653479167/answer/3482157085,"冷启动, 理想, 驱动力, 事业, 学习, 厌学",2024-09-30
热爱的福利,https://www.zhihu.com/question/35018400/answer/3279349005,"驱动力, 热爱, 学习, 厌学",2024-09-30
浪费生命,https://www.zhihu.com/question/530697371/answer/2589592244,"价值观, 生命, 厌学, 娱乐",2024-09-30
学习的快乐,https://www.zhihu.com/question/50401236/answer/1621223312,"功夫, 神性享乐, 学习, 厌学, 子女教育",2024-09-29
全职猎人,https://www.zhihu.com/question/654004997/answer/3504180136,"冷启动, 学习, 厌学, 自然法",2024-09-29
事实教育,https://www.zhihu.com/question/558327071/answer/2725170054,"厌学, 子女教育, 自然法",2024-09-29
不同节奏,https://www.zhihu.com/question/552876594/answer/2679568286,"反抑郁, 乐观, 厌学, 抑郁",2024-09-28
钻头,https://afdian.com/p/f6bd19902c7f11efbf5252540025c377,"旷野, 驱动力, 神性享乐, 挑战, 学习, 厌学",2024-09-28
父母尊严,https://www.zhihu.com/question/620035176/answer/3194629543,"亲子关系, 厌学, 子女教育",2024-09-28
体制信仰,https://www.zhihu.com/question/398376608/answer/2605420529,计划经济,2024-09-27
两害相权,https://www.zhihu.com/question/417455424/answer/1438157258,计划经济,2024-09-27
计划经济,https://www.zhihu.com/question/403566749/answer/1514476881,"计划经济, 经济, 历史",2024-09-27
美女如云,https://www.zhihu.com/question/283142934/answer/3450245720,"安全, 成功税, 嫉妒, 美人, 天赐的代价, 隐私",2024-09-26
美人,https://www.zhihu.com/question/301105442/answer/2502762774,"安全, 代价, 美人, 天赋",2024-09-26
丑,https://www.zhihu.com/question/39317576/answer/601788781,"美, 美人, 自我认知",2024-09-26
晚了两步,https://www.zhihu.com/question/269222429/answer/2750424520,"成功税, 美, 美人, 审美, 虚荣",2024-09-26
沉鱼落雁,https://www.zhihu.com/question/296493768/answer/1482737982,"教养, 礼貌, 美人, Poetic Irony, 评价权, 权柄, 社会化, 尊重",2024-09-26
倾国倾城,https://www.zhihu.com/question/538192516/answer/2557078198,"傲慢, 魅力, 美人",2024-09-26
因果报应,https://www.zhihu.com/question/20969503/answer/546896914,"报应, 怀疑的艺术, 宗教",2024-09-25
闷鼓,https://www.zhihu.com/question/639212137/answer/3360367662,不合理,2024-09-21
质疑,https://www.zhihu.com/question/530095941/answer/2546633947,不合理,2024-09-21
知识分子的弱点,https://www.zhihu.com/question/22543671/answer/2406733772,"不合理, 耻, 绝望, 理想",2024-09-21
强盗逻辑,https://www.zhihu.com/question/38432497/answer/1774096135,不合理,2024-09-21
不合理权,https://www.zhihu.com/question/482988295/answer/2091059493,"不合理, 独立, 两性关系, 亲密关系, 权利, 同志",2024-09-20
专职主内,https://www.zhihu.com/question/378681028/answer/1270333978,"不合理, 婚姻, 家族, 内务, 亲密关系",2024-09-20
合谁的理,https://www.zhihu.com/question/434467214/answer/1839075613,"不合理, 共识, 沟通",2024-09-20
合理,https://www.zhihu.com/question/31409652/answer/2255485486,"不合理, 社会化, 子女教育",2024-09-19
女生不讲理,https://www.zhihu.com/question/430362880/answer/1583182664,"不合理, 沟通, 亲密关系",2024-09-19
合理的艺术,https://www.zhihu.com/question/638128875/answer/3406939861,"不合理, 艺术, 艺术评论",2024-09-19
应急储备,https://www.zhihu.com/question/384055561/answer/2439164062,"安全, 备灾, 储备, 风险管理, 应急",2024-09-18
防核战,https://www.zhihu.com/question/455234263/answer/2968873649,"安全, 备灾, 应急, 战争",2024-09-18
孩子气,https://www.zhihu.com/question/424484745/answer/2733495524,"策略, 成熟, 轻视, 社会化",2024-09-17
学会不轻视,https://www.zhihu.com/question/522688509/answer/2462647129,"补弱/补强, 轻视, 社会化",2024-09-17
天赋特权,https://www.zhihu.com/question/440603654/answer/1692441536,"能力, 特权, 天赋, 责任, 自然法",2024-09-14
创新问题,https://www.zhihu.com/question/304829257/answer/1948051198,"创新, 创业, 能力",2024-09-14
说服力的重量,https://www.zhihu.com/question/414028580/answer/1406379618,"爱, 能力, 权柄, 责任",2024-09-14
职业规划,https://www.zhihu.com/question/25583089/answer/899020828,"能力, 事业, 元技能, 职业, 职业规划",2024-09-14
输出力初步,https://afdian.com/p/70ed610c08b311efbdf95254001e7c00,"功夫, 净输出, 能力, SOP, 实践",2024-09-14
最重要的能力,https://www.zhihu.com/question/19602183/answer/1095057238,"基本技能, 能力, 元技能",2024-09-13
组织能力,https://www.zhihu.com/question/451665490/answer/2535089067,"合作, 精英, 领导, 能力, 组织伦理",2024-09-13
谁的责任,https://www.zhihu.com/question/20248729/answer/2067118565,"表达, 沟通, 能力, 责任",2024-09-13
能力不足,https://www.zhihu.com/question/306554886/answer/557202908,"能力, 原谅",2024-09-13
态度最重要,https://www.zhihu.com/question/28701151/answer/1900670821,"能力, 态度, 组织伦理",2024-09-12
能力与责任,https://www.zhihu.com/question/20545687/answer/1495942164,"伦理, 能力, 责任, 自然法",2024-09-12
能力,https://www.zhihu.com/question/303482683/answer/1320422809,"功夫, 能力, 元技能",2024-09-12
反欺凌,https://www.zhihu.com/question/47471413/answer/814116810,"霸凌, 净输出, 能力, 社会化, 影响力, 子女教育",2024-09-12
长江天险,https://www.zhihu.com/question/20518026/answer/1534640344,"策略, 地理, 军事, 战争",2024-09-11
尽全力,https://www.zhihu.com/question/587031918/answer/2920424011,"策略, 军事, 会计, 战争",2024-09-11
反什么战,https://www.zhihu.com/question/519339042/answer/2734910132,"暴力, 战争, 正义",2024-09-11
张冠李戴,https://www.zhihu.com/question/518532038/answer/2364600141,"表达能力, 社会化, 战争",2024-09-11
俄乌战争,https://www.zhihu.com/question/518747432/answer/2366512885,"俄罗斯, 国际关系, 军事, 战争",2024-09-11
艺术废人,https://www.zhihu.com/question/304469595/answer/554109512,"美, 艺术, 哲学, 真理",2024-09-09
俄罗斯艺术之谜,https://www.zhihu.com/question/317708657/answer/2977792415,"俄罗斯, 文化, 信仰, 艺术, 宗教",2024-09-09
童子功,https://www.zhihu.com/question/569592857/answer/3308792846,"功夫, 审美, 学习, 艺术, 艺术修养, 子女教育",2024-09-09
最好的绘画工具,https://www.zhihu.com/question/547200488/answer/2613523735,"功夫, 记录, 艺术, 艺术创作, 子女教育",2024-09-09
马赛大曲,https://www.zhihu.com/question/30556883/answer/2861846080,"文化, 艺术, 影响力, 政治",2024-09-08
如露亦如电,https://www.zhihu.com/question/649313457/answer/3444664299,"历史, 人工智能, 日本, 商业, 审美, 文化, 艺术",2024-09-08
三合一,https://www.zhihu.com/question/25156721/answer/2054499929,"创作, 艺术, 艺术评论",2024-09-08
正门,https://www.zhihu.com/question/31432692/answer/3352446591,"信仰, 艺术",2024-09-07
雅俗共赏,https://www.zhihu.com/question/307808241/answer/572963649,"美, 艺术",2024-09-07
世界史,https://www.zhihu.com/question/334543952/answer/817647334,"怀疑的艺术, 家族, 历史, 社会化, 世界史, 艺术, 影响力, 子女教育",2024-09-07
敏感,https://www.zhihu.com/question/283907809/answer/1865331346,"愤怒, 礼貌, 敏感",2024-09-06
上层家庭,https://www.zhihu.com/question/48030006/answer/1786183804,"家族, 礼貌, 亲子关系",2024-09-06
不礼貌,https://www.zhihu.com/question/442000479/answer/3362114373,"礼貌, 亲密关系, 社会化, 尊重",2024-09-06
此面向敌,https://www.zhihu.com/question/30565688/answer/2836753984,"抱怨, 补弱 / 补强, 反抑郁, 社会化, 信源管理",2024-09-04
毒圈,https://www.zhihu.com/question/484341697/answer/2178860390,"抱怨, 会计, 亲子关系, 子女教育",2024-09-04
谁的问题,https://www.zhihu.com/question/370062108/answer/1072301218,"抱怨, 反脆弱, 英勇, 责任",2024-09-04
与世界为敌,https://www.zhihu.com/question/437584534/answer/1658465775,"抱怨, 教育, 亲子关系, 社会化, 同志, 自然法",2024-09-04
不抱怨,https://www.zhihu.com/question/20064565/answer/1668449718,抱怨,2024-09-03
内卷,https://www.zhihu.com/question/423255035/answer/1852510707,抱怨,2024-09-03
内外之分,https://afdian.com/p/7df863f246de11ee87a052540025c377,抱怨,2024-09-03
道德上限,https://www.zhihu.com/question/539963120/answer/2583124695,"道德, 可持续性, 失业, 自然法",2024-09-01
没有失业的好地方,https://www.zhihu.com/question/300185448/answer/2825740696,失业,2024-09-01
智能失业,https://www.zhihu.com/question/316424064/answer/1738761505,"人工智能, 失业",2024-09-01
防止失业,https://www.zhihu.com/question/453104891/answer/1936517629,"净输出, 失业",2024-09-01
裁员过渡,https://www.zhihu.com/question/529162822/answer/2510176375,"可持续性, 失业",2024-09-01
失业率高,https://www.zhihu.com/question/533260345/answer/2538697233,失业,2024-08-31
全球化与失业,https://www.zhihu.com/question/333947385/answer/1219847484,失业,2024-08-31
职业生命,https://www.zhihu.com/question/610628297/answer/3110051471,失业,2024-08-31
CAS,https://www.zhihu.com/question/582933780/answer/2951269178,失业,2024-08-31
光棍问题,https://www.zhihu.com/question/327908269/answer/1734033704,婚姻,2024-08-30
吃亏高手,https://www.zhihu.com/question/619847948/answer/3200297739,"婚姻, 亲密关系",2024-08-30
苦而不忍,https://www.zhihu.com/question/432723456/answer/1633172489,"成熟, 婚姻, 亲密关系, 忍耐",2024-08-30
无目的,https://www.zhihu.com/question/349668499/answer/1938007056,"婚姻, 亲密关系",2024-08-30
屋乌,https://www.zhihu.com/question/588194745/answer/2932250277,"成熟, 独立, 婚姻, 亲密关系",2024-08-29
婚内财产,https://www.zhihu.com/question/652507587/answer/3461672281,婚姻,2024-08-29
教而后养,https://www.zhihu.com/question/625372154/answer/3263220225,"婚姻, 家族, 礼仪",2024-08-29
生包子,https://www.zhihu.com/question/491110699/answer/2173435226,"婚姻, 亲密关系, 子女教育",2024-08-29
勉强无益,https://www.zhihu.com/question/652077251/answer/3530834339,"婚姻, 会计, 亲密关系",2024-08-29
嫁祸,https://www.zhihu.com/question/525430804/answer/3335780313,"婚姻, 择偶",2024-08-29
红拂夜奔,https://www.zhihu.com/question/661265989/answer/3570177603,"成熟, 婚姻, 亲密关系, 社会化",2024-08-28
父母反对婚姻,https://www.zhihu.com/question/321352056/answer/2138804634,"独立, 婚姻, 隐私, 子女教育",2024-08-28
锯箭杆,https://www.zhihu.com/question/26194923/answer/3164100588,"策略, 婚姻, 社会化",2024-08-28
分居在前,https://www.zhihu.com/question/661266985/answer/3563838127,"婚姻, 亲密关系",2024-08-28
婚姻与稳定,https://www.zhihu.com/question/570130620/answer/2785687052,"成熟, 婚姻, 社会化",2024-08-28
穴居人,https://www.zhihu.com/question/635258502/answer/3398801002,"成熟, 合作, 婚姻, 亲密关系, 社会化",2024-08-27
老公不挣钱,https://www.zhihu.com/question/374704037/answer/1978495991,"爱, 婚姻, 会计, 亲密关系",2024-08-27
结婚条件,https://www.zhihu.com/question/21778422/answer/684430223,"安全, 婚姻, 亲密关系, 择偶",2024-08-27
染色之前,https://afdian.com/p/66c5a046450c11ef986552540025c377,"婚姻, 可持续性, 会计, 亲密关系",2024-08-27
智能终端,https://www.zhihu.com/question/458232041/answer/2097931385,"独立, 婚姻, 亲密关系, 责任",2024-08-27
王不见王,https://www.zhihu.com/question/659908900/answer/3546501302,"独立, 婚姻, 亲密关系, 权柄, 子女教育",2024-08-27
民主专制,https://www.zhihu.com/question/35615301/answer/987180766,"民主, 权力, 影响力",2024-08-26
阴阳怪气,https://www.zhihu.com/question/531633415/answer/2485177172,"暴力, 信仰, 谣言, 影响力",2024-08-26
道喜,https://afdian.com/p/6a6ca946bac511ee981b52540025c377,"道歉, 家族, 亲子关系, 影响力, 子女教育",2024-08-26
缅甸停战,https://www.zhihu.com/question/639209183/answer/3366538974,"国际关系, 影响力, 政治",2024-08-26
怒的边界,https://www.zhihu.com/question/35274619/answer/1662491448,"补弱 /补强, 愤怒, 礼仪, 影响力",2024-08-26
民主游戏,https://www.zhihu.com/question/27559843/answer/2826921450,"民主, 影响力, 政治",2024-08-26
羞愧,https://www.zhihu.com/question/28642580/answer/1874813027,"耻, 会计, 社会化, 羞耻",2024-08-25
自洽,https://www.zhihu.com/question/420649150/answer/1467417804,"耻, 错得对, 怀疑的艺术, 自洽, 自我认知",2024-08-25
影武者,https://www.zhihu.com/question/333334192/answer/2756108907,"暴力, 成熟, 耻, 迷信",2024-08-25
讽刺,https://www.zhihu.com/question/286649770/answer/1263232279,"耻, 讽刺, 信仰",2024-08-25
翻碗底,https://www.zhihu.com/question/370501557/answer/1012025229,"耻, 权柄, 尊重",2024-08-25
不耻第一,https://www.zhihu.com/question/611802344/answer/3173640243,"耻, 亲密关系",2024-08-25
咨询安全,https://www.zhihu.com/question/502152817/answer/2552711844,"安全, 耻, 羞耻, 隐私",2024-08-25
面子,https://www.zhihu.com/question/648184251/answer/3435446030,"耻, 会计, 社会化",2024-08-25
装之罪,https://www.zhihu.com/question/614793861/answer/3142724103,"补弱/补强, 耻, 道德",2024-08-25
苦难的价值,https://www.zhihu.com/question/505636719/answer/2270432998,"爱国, 耻, 历史",2024-08-25
张记包子,https://www.zhihu.com/question/386784209/answer/3393839141,"耻, 功夫, 家族, 子女教育",2024-08-25
自责陷阱,https://afdian.com/p/f7c2a612e37711eea52d52540025c377,"耻, 理想, 自我认知",2024-08-25
侠,https://www.zhihu.com/question/270272559/answer/2122066412,"安全, 耻, 侠义",2024-08-25
性感罪,https://www.zhihu.com/question/35317151/answer/866577431,"耻, 怀疑的艺术, 社会化, 性感, 性教育",2024-08-25
无明,https://www.zhihu.com/question/37608820/answer/2523618542,"成熟, 冲动, 可预测",2024-08-24
领导力特征,https://www.zhihu.com/question/430981016/answer/1718155200,"成熟, 管理, 领导",2024-08-23
大冰箱,https://www.zhihu.com/question/548921754/answer/2947348959,"成熟, 实事求是",2024-08-23
概率化,https://www.zhihu.com/question/495207630/answer/2199630568,"成熟, 文化",2024-08-23
人心不古,https://www.zhihu.com/question/464172639/answer/1949706094,"成熟, 反脆弱, 苦难",2024-08-23
三观可塑期,https://www.zhihu.com/question/439592958/answer/1830042747,"成熟, 自我认知",2024-08-23
待成熟,https://www.zhihu.com/question/581967188/answer/2963525760,"成熟, 净输出, 社会化, 尊重",2024-08-23
入关学,https://www.zhihu.com/question/374432304/answer/1111649768,"成熟, 国际关系, 文化",2024-08-23
信源管理,https://www.zhihu.com/question/19666344/answer/823306722,"成熟, 信源管理",2024-08-23
谈的必要,https://www.zhihu.com/question/548219694/answer/2625442864,"成熟, 亲密关系",2024-08-23
幼稚,https://www.zhihu.com/question/20864118/answer/3022130012,成熟,2024-08-23
被说幼稚的男人,https://www.zhihu.com/question/28125073/answer/2150880905,成熟,2024-08-23
说得太少,https://www.zhihu.com/question/578311656/answer/2845104520,"成熟, 军事, 情报分析",2024-08-23
年轻并不好,https://www.zhihu.com/question/484057801/answer/2108746048,"潮流, 成熟",2024-08-23
盾构机,https://www.zhihu.com/question/24015378/answer/2554702542,"亲密关系, 性感",2024-08-22
性感,https://www.zhihu.com/question/21928536/answer/1740810286,"性感, 隐私",2024-08-22
高级妩媚感,https://www.zhihu.com/question/57081545/answer/2267894171,"策略, 性感",2024-08-22
西军,https://afdian.com/p/fcf459e6da8b11ed9cd852540025c377,性感,2024-08-22
道歉,https://www.zhihu.com/question/21155350/answer/1685222095,"道歉, 礼仪, SOP, 性感",2024-08-22
性压抑,https://www.zhihu.com/question/276719137/answer/3053432761,性感,2024-08-22
十八岁,https://www.zhihu.com/question/418878039/answer/2539879826,"补弱/补强, 性感, 责任, 子女教育",2024-08-22
吸引女生,https://www.zhihu.com/question/21217244/answer/2880145622,"魅力, 亲密关系, 性感, 英勇",2024-08-22
幽默与性感,https://www.zhihu.com/question/435692948/answer/1766485243,"社会化, 性感, 勇敢, 幽默",2024-08-22
睡者为王,https://www.zhihu.com/question/519282013/answer/3392629287,"分手, 亲密关系, 香火情",2024-08-21
恋爱报销,https://www.zhihu.com/question/478983435/answer/3007733138,分手,2024-08-21
分手条件,https://www.zhihu.com/question/23693381/answer/2859180452,"分手, 可持续性, 亲密关系",2024-08-21
凭爱分手,https://www.zhihu.com/question/308996023/answer/1183361290,"分手, 亲密关系",2024-08-21
失恋的意义,https://afdian.com/p/9eab0f04329811efb46352540025c377,分手,2024-08-21
爱无侥幸,https://www.zhihu.com/question/661055196/answer/3561475478,分手,2024-08-21
断续,https://www.zhihu.com/question/483204673/answer/3273430536,"分手, 亲密关系",2024-08-21
下药,https://www.zhihu.com/question/446736682/answer/1753809533,"愤怒, 分手, 亲密关系, 原则",2024-08-21
分手杀,https://www.zhihu.com/question/587778311/answer/2936857382,分手,2024-08-21
无界,https://afdian.com/p/044f0ee823f111efa2c452540025c377,分手,2024-08-21
非常突然,https://www.zhihu.com/question/268385676/answer/3560969372,分手,2024-08-21
狮子,https://www.zhihu.com/question/394637427/answer/1226993718,"分手, 净输出, 尊重",2024-08-21
极端的实践标准,https://www.zhihu.com/question/532734453/answer/2847232983,分手,2024-08-21
依法分手,https://www.zhihu.com/question/605866350/answer/3082203839,分手,2024-08-21
散为星尘,https://afdian.com/p/1861d696451f11efab7652540025c377,分手,2024-08-21
老人跳桥,https://www.zhihu.com/question/440757467/answer/1694360626,"财富, 死亡, 养老",2024-08-20
老有所依2,https://www.zhihu.com/question/403290284/answer/1360171805,"死亡, 养老",2024-08-20
老有所依,https://www.zhihu.com/question/413184604/answer/1403036010,"价值观, 养老",2024-08-20
电竞养老,https://www.zhihu.com/question/581183691/answer/2867386855,"反对, 养老, 自由",2024-08-20
养老金耗尽,https://www.zhihu.com/question/319798813/answer/1840852218,养老,2024-08-20
缺爱症,https://www.zhihu.com/question/40315645/answer/783805070,"爱, 成熟, 宠爱",2024-08-19
萌,https://www.zhihu.com/question/24093463/answer/1842239859,"宠爱, 焦虑",2024-08-19
自爱,https://www.zhihu.com/question/23387667/answer/2222362783,"爱, 宠爱, 自由",2024-08-19
理解的原理,https://www.zhihu.com/question/60621038/answer/1916755345,"宠爱, 沟通, 理解",2024-08-19
小宇宙,https://www.zhihu.com/question/65455203/answer/2926249745,"礼仪, Poetic Irony, 权力",2024-08-18
搞点科学,https://www.zhihu.com/question/552121513/answer/2717066208,"Poetic Irony, 神性享乐, 学术, 严肃",2024-08-18
不冒险的风险,https://www.zhihu.com/question/398907816/answer/3023985960,Poetic Irony,2024-08-18
丁香医生,https://www.zhihu.com/question/547734209/answer/2622268177,"Poetic Irony, 学术, 政治",2024-08-18
双向奔赴,https://www.zhihu.com/question/581983705/answer/2904014884,"Poetic Irony, 亲密关系",2024-08-18
自由主义101,https://www.zhihu.com/question/45386811/answer/2858946983,"Poetic Irony, 自由",2024-08-18
民主民粹,https://www.zhihu.com/question/52506776/answer/1469425017,"民主, Poetic Irony, 政治",2024-08-18
火鸡狂欢节,https://www.zhihu.com/question/655077085/answer/3528306842,"幻灭, Poetic Irony",2024-08-18
乌克兰的问题,https://www.zhihu.com/question/577641359/answer/2837024392,"国际关系, Poetic Irony",2024-08-18
贵族气质,https://www.zhihu.com/question/27530727/answer/1506011517,"贵族, 理想, 礼仪, Poetic Irony",2024-08-18
偷换概念,https://www.zhihu.com/question/22081937/answer/1487453301,"沟通, Poetic Irony",2024-08-18
聪明的笨功夫,https://www.zhihu.com/question/20782378/answer/1331306390,"功夫, Poetic Irony, 择善固执",2024-08-18
冷漠否,https://www.zhihu.com/question/538025581/answer/2539194102,Poetic Irony,2024-08-18
不容有失,https://www.zhihu.com/question/331652976/answer/3109142426,"功夫, Poetic Irony, SOP",2024-08-18
36度5,https://www.zhihu.com/question/585441313/answer/2964847711,"怀疑的艺术, Poetic Irony, 人工智能",2024-08-18
荒谬的偏激,https://www.zhihu.com/question/491239389/answer/2174846070,"补弱 / 补强, 错得对, Poetic Irony",2024-08-18
挑水果,https://www.zhihu.com/question/445680239/answer/1796479298,"Poetic Irony, 歧视, 亲密关系",2024-08-18
电车难题,https://www.zhihu.com/question/26719055/answer/1446409453,"慈悲, Poetic Irony, 权柄, 权力",2024-08-18
歧视的自由,https://www.zhihu.com/question/31312526/answer/1624264157,"Poetic Irony, 平等",2024-08-18
伟大的自私,https://www.zhihu.com/question/426237301/answer/1536817318,"Poetic Irony, 神性, 自私",2024-08-18
魔法蛋,https://www.zhihu.com/question/539543493/answer/2545809745,"Poetic Irony, 政治",2024-08-18
小吉尼斯,https://www.zhihu.com/question/68145666/answer/2527010015,"功夫, 驱动力, 神性享乐, 无聊",2024-08-17
今日无大事,https://www.zhihu.com/question/29722450/answer/3524441310,"驱动力, 神性享乐, 无聊",2024-08-17
老无聊,https://afdian.com/p/022462e828cf11ef9e4d52540025c377,"技术解决, 无聊",2024-08-17
忠诚,https://www.zhihu.com/question/54446994/answer/2551059781,"旷野, 亲密关系, 愿赌服输, 忠诚, 自由",2024-08-16
疯王,https://www.zhihu.com/question/30366204/answer/1971027829,"权柄, 忠诚",2024-08-16
只对我忠心,https://www.zhihu.com/question/26195722/answer/2090127052,"理想, 权柄, 忠诚",2024-08-16
上策,https://www.zhihu.com/question/441374666/answer/1728261790,"策略, 理想, 忠诚",2024-08-16
海外团结,https://www.zhihu.com/question/269743252/answer/1280141733,忠诚,2024-08-16
忠与叛,https://www.zhihu.com/question/454891026/answer/1839962743,"国际关系, 忠诚",2024-08-16
信力,https://www.zhihu.com/question/388198351/answer/1158968846,"怀疑的艺术, 忠诚",2024-08-16
铁腕的资格,https://www.zhihu.com/question/645181656/answer/3528694270,权力,2024-08-15
以暴制暴,https://www.zhihu.com/question/21285928/answer/1820425075,权力,2024-08-15
父权,https://www.zhihu.com/question/328022305/answer/2101723279,权力,2024-08-15
发脾气权,https://www.zhihu.com/question/419534290/answer/3149133496,"愤怒, 权力",2024-08-15
斗争,https://www.zhihu.com/question/458339996/answer/1875889012,权力,2024-08-15
强权和公义,https://www.zhihu.com/question/572319441/answer/3505576725,权力,2024-08-15
绝对权力,https://www.zhihu.com/question/37080291/answer/2563859922,权力,2024-08-15
抗骚扰,https://www.zhihu.com/question/537038241/answer/2523646801,"安全, 撤退",2024-08-14
批评,https://www.zhihu.com/question/22987136/answer/1434894604,"撤退, 批评, 权柄",2024-08-14
Caesar Gets Away,https://www.zhihu.com/question/650173262/answer/3561078173,"安全, 撤退, 冲突, 子女教育",2024-08-14
押错宝和下错注,https://www.zhihu.com/question/634447709/answer/3325292071,撤退,2024-08-14
子女的要求,https://www.zhihu.com/question/355524343/answer/2454079129,"补弱 / 补强, 就事论事, 礼仪, 祈求, 谈判, 责任, 子女教育",2024-08-13
小摊牌,https://afdian.com/p/9572e398ed3e11eebfac5254001e7c00,"策略, 礼仪, 谈判",2024-08-13
谈判的底气,https://www.zhihu.com/question/549073040/answer/2645722513,"沟通, 谈判",2024-08-13
全科学习,https://www.zhihu.com/question/304130360/answer/550517189,"学习, 哲学, 专业",2024-08-12
扎实,https://www.zhihu.com/question/20667527/answer/2731967218,"功夫, 基本技能, SOP, 学习, 专业",2024-08-12
博,https://www.zhihu.com/question/434449322/answer/3286532057,"创新, 事业, 学习, 专业",2024-08-12
不专业专业,https://www.zhihu.com/question/587644159/answer/2940979076,"错得对, 专业",2024-08-12
自由的印花税,https://www.zhihu.com/question/653732373/answer/3476443090,"错得对, 决策, 专业, 自由",2024-08-12
小长官,https://www.zhihu.com/question/486714620/answer/2126546084,"平等, 神性, 专业",2024-08-12
自重,https://www.zhihu.com/question/513840870/answer/2918887580,"礼仪, 权柄, 专业, 子女教育",2024-08-12
